CpG_Site	Coefficient	Mean_Beta_Value	Predictor
cg25359292	0.00496374853510795	1.54181974727179e-16	EpiScore_EN.RAGE
cg25809434	-0.0122880807565833	-5.03335318303294e-15	EpiScore_EN.RAGE
cg26102082	0.0206218337927728	1.1459050474378e-15	EpiScore_EN.RAGE
cg26118759	-0.00539950258479276	2.67712439518318e-17	EpiScore_EN.RAGE
cg26230601	-0.000577721735709261	1.15682488390144e-15	EpiScore_EN.RAGE
cg27405128	0.0148837700294822	1.29479072552959e-15	EpiScore_EN.RAGE
ch.5.1906008F	0.00657530066357457	7.44176545782896e-17	EpiScore_EN.RAGE
cg00574958	-0.0359693209160306	-1.11146211282228e-17	EpiScore_FGF.21
cg00596643	0.0217057154642366	1.20675109290179e-17	EpiScore_FGF.21
cg00865724	0.0147693441373105	7.8972047155647e-17	EpiScore_FGF.21
cg01040499	-0.00213476537711967	1.12437341183634e-17	EpiScore_FGF.21
cg01134185	-0.0031323166308771	1.68845096634332e-16	EpiScore_FGF.21
cg01195628	0.00533934523284271	-2.65387228562001e-16	EpiScore_FGF.21
cg01262948	-0.00839687679888331	-1.20347029712785e-16	EpiScore_FGF.21
cg01426169	0.0239665903185263	1.34009123242684e-16	EpiScore_FGF.21
cg01747664	-0.00929456225157573	-1.05391459758206e-16	EpiScore_FGF.21
cg01816258	-0.0116871300699998	8.27988967071797e-16	EpiScore_FGF.21
cg01829163	0.00667069476949378	7.71880575329525e-16	EpiScore_FGF.21
cg02372404	0.0180806582103258	-5.95720149796998e-17	EpiScore_FGF.21
cg02683509	-0.00269442274757314	5.00609273157228e-16	EpiScore_FGF.21
cg02712555	0.0120471591892069	-1.0676479541719e-17	EpiScore_FGF.21
cg02954903	0.0149819640271215	2.98419956900371e-16	EpiScore_FGF.21
cg02998240	-0.0116573594921409	-2.01501328024006e-16	EpiScore_FGF.21
cg03594868	0.0061055177882249	5.51574658962701e-16	EpiScore_FGF.21
cg03964343	-0.0194189007467908	1.48250202416735e-15	EpiScore_FGF.21
cg03979532	0.00779196838664705	4.93731048109173e-16	EpiScore_FGF.21
cg04583842	0.0469622885426872	2.45665714953309e-16	EpiScore_FGF.21
cg04630879	-0.000503892003934603	6.69897854945914e-17	EpiScore_FGF.21
cg05477823	-0.000336520430256484	8.86342090991984e-17	EpiScore_FGF.21
cg05575921	-0.0363181319032243	3.96369778207288e-16	EpiScore_FGF.21
cg05603985	-0.0200144649687046	-3.65422721843827e-16	EpiScore_FGF.21
cg05769923	0.00925129894808033	-2.36683192885881e-16	EpiScore_FGF.21
cg05893845	-0.000419728166569605	-2.13034327281988e-16	EpiScore_FGF.21
cg05966078	-0.0112262395440405	2.2141765727449e-16	EpiScore_FGF.21
cg06144920	-0.00324106281377104	6.47683295884605e-16	EpiScore_FGF.21
cg06190677	0.00221434304059799	-2.98298092576183e-17	EpiScore_FGF.21
cg06500161	0.00420090939500559	1.03102592807571e-15	EpiScore_FGF.21
cg06690548	-0.0923675907692492	-1.6799223222825e-16	EpiScore_FGF.21
cg06872036	-0.000551597522738688	4.27455147790753e-17	EpiScore_FGF.21
cg07017214	-0.00191378391284098	2.21704010556846e-16	EpiScore_FGF.21
cg07465431	0.0184622406286554	-5.78190281181275e-16	EpiScore_FGF.21
cg07466560	-0.00299967802118799	5.19351086194259e-16	EpiScore_FGF.21
cg07626482	-0.0231263795955843	8.24576765994551e-16	EpiScore_FGF.21
cg07633530	-0.0149423352928298	-2.10645736964388e-16	EpiScore_FGF.21
cg08058672	-0.00269461186757371	2.40256599337574e-16	EpiScore_FGF.21
cg08417991	0.00899538461617027	-7.00570461018013e-16	EpiScore_FGF.21
cg08763705	-0.0280735721217515	6.86412732209263e-17	EpiScore_FGF.21
cg09029046	0.000513039316022821	3.38548354776789e-16	EpiScore_FGF.21
cg09140665	-0.00982254907783268	-4.8383222031997e-16	EpiScore_FGF.21
cg09422701	-0.00133393805000595	2.23771491168161e-15	EpiScore_FGF.21
cg09563120	-0.0118138103226104	-1.79017848102413e-17	EpiScore_FGF.21
cg09805507	-0.0122279114119912	1.77742617251437e-16	EpiScore_FGF.21
cg09807315	0.00366011001006809	7.40701522934056e-16	EpiScore_FGF.21
cg10434754	0.01528727415351	-8.28185989839442e-16	EpiScore_FGF.21
cg10757065	0.0128109222913621	6.06307538897344e-18	EpiScore_FGF.21
cg11058932	0.0180860075700844	-7.21043636504286e-16	EpiScore_FGF.21
cg11282718	-0.0278961234930245	2.96899750568521e-16	EpiScore_FGF.21
cg11848882	-0.0119059011198077	1.35600856327928e-15	EpiScore_FGF.21
cg12087004	-0.000454804892543563	-1.09157970361119e-16	EpiScore_FGF.21
cg12250561	-0.0336793279516959	-4.23947468917683e-16	EpiScore_FGF.21
cg12490907	-0.0187216685767579	-5.0853046971801e-16	EpiScore_FGF.21
cg12547807	-0.00249022615533409	3.90572030322825e-16	EpiScore_FGF.21
cg12940230	-0.00403607805651738	3.48391810812183e-16	EpiScore_FGF.21
cg13035046	0.0441269233634361	-2.29991125350842e-16	EpiScore_FGF.21
cg13185413	0.00138957558417365	6.74021230693901e-17	EpiScore_FGF.21
cg14387312	0.00783575451561807	-1.14568337455934e-15	EpiScore_FGF.21
cg14693375	0.0146489423565986	-4.89884422710014e-16	EpiScore_FGF.21
cg15135222	0.000496131137533191	5.14582238427184e-16	EpiScore_FGF.21
cg15539879	-0.00844860453314551	-6.53517914387233e-16	EpiScore_FGF.21
cg15979035	0.0111708079514538	-1.36427079950557e-16	EpiScore_FGF.21
cg16010596	0.00387590587580425	1.06730596582949e-16	EpiScore_FGF.21
cg16524240	-0.0036695309201954	1.40434749642696e-15	EpiScore_FGF.21
cg16575379	0.011583225065863	2.7758549427302e-17	EpiScore_FGF.21
cg16944941	0.0195300767482997	-9.46033677982707e-16	EpiScore_FGF.21
cg17165695	0.00618286645718949	-3.55359590959685e-16	EpiScore_FGF.21
cg17183174	0.0138886624258933	-5.4410698417067e-16	EpiScore_FGF.21
cg17240760	-0.0122056241132453	-2.20304305552167e-16	EpiScore_FGF.21
cg17412560	-0.0026006775717885	1.56972649164747e-16	EpiScore_FGF.21
cg17884201	-0.00319905790052756	3.91127103113632e-16	EpiScore_FGF.21
cg18972013	0.00564027093114671	8.6644481272253e-16	EpiScore_FGF.21
cg19211853	-0.0180397359328879	1.47862439058606e-16	EpiScore_FGF.21
cg19366835	0.010962312767313	-1.22677460328132e-16	EpiScore_FGF.21
cg19427345	0.0117940666165876	-2.98276036806274e-16	EpiScore_FGF.21
cg19575244	-0.00159124516248995	3.79368411684844e-16	EpiScore_FGF.21
cg19589396	-0.00178386760376597	6.92205283667599e-16	EpiScore_FGF.21
cg20202016	0.00702319839899581	9.473473592893e-17	EpiScore_FGF.21
cg20384374	-0.0022083204459797	2.92572266017263e-17	EpiScore_FGF.21
cg21421701	0.0026003851036032	-7.71258057419288e-17	EpiScore_FGF.21
cg22103219	-0.0450576232153964	-2.44328305107741e-16	EpiScore_FGF.21
cg22304507	-0.00538627220422415	8.65408934989733e-17	EpiScore_FGF.21
cg22345519	0.000133376170623265	2.05559279915184e-16	EpiScore_FGF.21
cg22367556	-0.016211422425852	-7.44602916031527e-16	EpiScore_FGF.21
cg22439241	0.0113871966859506	2.41644997662454e-16	EpiScore_FGF.21
cg22906486	0.00193802157969155	-3.71199134178395e-16	EpiScore_FGF.21
cg23280807	0.00718439628524435	-9.8529567441449e-17	EpiScore_FGF.21
cg23527409	0.000853352117933813	-7.03125058176823e-16	EpiScore_FGF.21
cg23712018	0.0159756896284665	8.08166777547089e-17	EpiScore_FGF.21
cg24453118	0.00467016998704391	-2.9104279750114e-16	EpiScore_FGF.21
cg24502933	-0.00312050197240519	1.04669667650476e-15	EpiScore_FGF.21
cg24924577	0.00111054686014563	1.01734561994931e-16	EpiScore_FGF.21
cg24976563	-0.00848105116082384	-1.53852872902022e-16	EpiScore_FGF.21
cg25264268	0.00402599359805983	-1.30463844093067e-16	EpiScore_FGF.21
cg26131932	-0.00540723669270567	-6.54386391304599e-16	EpiScore_FGF.21
cg26195577	0.0101516218213678	1.50350156431976e-16	EpiScore_FGF.21
cg26806713	-0.0121508057982584	1.14397578711488e-17	EpiScore_FGF.21
cg26992213	-0.00283643867108334	-3.51634644021484e-17	EpiScore_FGF.21
cg27101899	-0.0286986549451972	6.68316110944419e-16	EpiScore_FGF.21
cg27243685	0.00921926646914257	-1.07111046222995e-15	EpiScore_FGF.21
cg27346982	-0.00365302376151981	-2.87486180694518e-16	EpiScore_FGF.21
cg27659622	0.00202790788610918	-1.96683567250349e-18	EpiScore_FGF.21
cg00970325	0.00136484109712695	3.55978143787691e-16	EpiScore_HGF
cg00971034	-0.0223831065421022	1.73484242844373e-16	EpiScore_HGF
cg01078446	-0.0068729611202403	2.60585204208447e-17	EpiScore_HGF
cg01502116	0.00674329931104762	1.11472379566078e-15	EpiScore_HGF
cg02892925	0.00252572766996847	-4.69642492058529e-16	EpiScore_HGF
cg03250220	-0.00102213076978471	-1.00733827901124e-16	EpiScore_HGF
cg03547181	0.0229559698002474	2.6672426668111e-16	EpiScore_HGF
cg03721362	0.00855365746086665	5.09931297646367e-17	EpiScore_HGF
cg03807873	-0.015833206209068	1.15400224098838e-15	EpiScore_HGF
cg04308687	0.0108845468558241	1.28595670818259e-17	EpiScore_HGF
cg04988978	-0.0093320228882207	-1.34939430661087e-16	EpiScore_HGF
cg05112224	0.00722935257742455	2.4141818256797e-16	EpiScore_HGF
cg05358715	0.00245918935585169	1.943330169404e-17	EpiScore_HGF
cg05575921	-0.0650557215385033	3.96369778207288e-16	EpiScore_HGF
cg05709879	-0.0162024849128505	6.28754643836049e-16	EpiScore_HGF
cg06762176	0.0114312503029678	1.45945863901098e-16	EpiScore_HGF
cg06827038	0.00194918674447642	2.92607247025928e-16	EpiScore_HGF
cg06872548	0.00609949634405842	5.02803992637786e-16	EpiScore_HGF
cg07031070	0.00772909249665349	-6.37294784312048e-16	EpiScore_HGF
cg07037944	-0.000531120428882169	3.22751436192061e-16	EpiScore_HGF
cg07794010	0.02850986472229	-7.400355130281e-16	EpiScore_HGF
cg08051310	0.00322573721834226	1.52669543673767e-16	EpiScore_HGF
cg08072202	0.00184753364735266	9.93227542622369e-17	EpiScore_HGF
cg08101193	0.00605980431161658	8.261164569883e-16	EpiScore_HGF
cg08376310	0.0130256660510488	1.24382101840403e-15	EpiScore_HGF
cg08625803	0.000953829510918337	1.87188909895866e-15	EpiScore_HGF
cg08825291	-0.00912804159238413	-8.6465098473955e-16	EpiScore_HGF
cg09163035	-0.0098889638033091	1.91339379856143e-16	EpiScore_HGF
cg09607043	0.0026150165610672	-9.63402844603564e-17	EpiScore_HGF
cg09809720	0.00280470839509834	2.52567064484843e-17	EpiScore_HGF
cg10195814	0.00695248867810325	-4.66602691194628e-16	EpiScore_HGF
cg10518543	-0.00255139841186497	-6.37936813989239e-18	EpiScore_HGF
cg10624395	0.0278993133525842	9.80372033554389e-16	EpiScore_HGF
cg10649130	0.0111018842569564	2.87328568675844e-16	EpiScore_HGF
cg10987503	0.0214142562516705	6.85451695403572e-16	EpiScore_HGF
cg11198895	0.00123588521457139	-2.29939083646562e-16	EpiScore_HGF
cg11227064	0.00585661461829342	8.66381222716254e-15	EpiScore_HGF
cg11231069	0.00274421850386835	4.72877720364021e-16	EpiScore_HGF
cg12802093	-0.0123474497914849	5.50502475945728e-16	EpiScore_HGF
cg13066481	-0.0255279876366713	2.86064326988316e-16	EpiScore_HGF
cg13209683	-0.0111811998266087	8.25757090433929e-16	EpiScore_HGF
cg13677111	0.00821883719967255	7.45568661372368e-18	EpiScore_HGF
cg13797425	0.000841388157947722	2.70339306496226e-17	EpiScore_HGF
cg14225168	-0.0330746431468312	-1.59812391494921e-16	EpiScore_HGF
cg14457610	-0.00372377529876371	-1.26806192034851e-15	EpiScore_HGF
cg14522441	0.0418525077594286	-2.11505602218783e-16	EpiScore_HGF
cg16254746	0.00651776722020659	-1.37827849796655e-16	EpiScore_HGF
cg16770933	0.00349987526746551	3.88559472295848e-17	EpiScore_HGF
cg17835016	0.00666580244344318	5.56469552976629e-16	EpiScore_HGF
cg17901584	-0.0060528059296295	3.17018732693646e-16	EpiScore_HGF
cg18146226	0.00718711125014767	9.10862291160398e-17	EpiScore_HGF
cg18315708	0.00727600035504075	5.96048632078056e-16	EpiScore_HGF
cg18748374	0.0226551651931221	-7.31492619453013e-17	EpiScore_HGF
cg19621076	0.00940565528921594	3.38565825920369e-16	EpiScore_HGF
cg19828063	-0.00462459412092464	-3.84510999429377e-16	EpiScore_HGF
cg20059928	-0.0112286987649228	2.64229920185885e-16	EpiScore_HGF
cg20415170	0.00392074142563604	-4.63257904259606e-18	EpiScore_HGF
cg20719263	-0.00979430124783207	-1.85214257125699e-16	EpiScore_HGF
cg21128569	0.00140483642805914	1.17813620962145e-16	EpiScore_HGF
cg21348975	0.00581396609353492	3.7612323969657e-16	EpiScore_HGF
cg21520549	-0.00645484999784955	1.28126062586989e-15	EpiScore_HGF
cg22443762	0.00171894897418601	2.5653329287223e-16	EpiScore_HGF
cg22590032	0.0252989544706049	4.62677019712793e-16	EpiScore_HGF
cg23391288	0.0215043189175239	1.1155429258907e-15	EpiScore_HGF
cg24089263	0.00719195325724479	-8.81266290101276e-16	EpiScore_HGF
cg25208740	0.0019901725632716	5.70286005918685e-16	EpiScore_HGF
cg25645310	0.000771997702086866	4.90396413953066e-17	EpiScore_HGF
cg26102082	0.0169289048069373	1.1459050474378e-15	EpiScore_HGF
cg26787505	0.0101709471973224	6.62573294840652e-17	EpiScore_HGF
cg27050612	-0.0171185720680151	9.82688632847736e-17	EpiScore_HGF
cg27202236	0.00163844933598627	1.11690905160524e-15	EpiScore_HGF
ch.1.171672612F	-0.00259231719174743	9.07054069751049e-17	EpiScore_HGF
cg00281048	0.00838437872527178	-7.27689238231934e-16	EpiScore_MMP.1
cg01612140	-0.0116131832933782	2.00208107161267e-16	EpiScore_MMP.1
cg01730148	0.00319562809800245	-3.3519566091021e-16	EpiScore_MMP.1
cg01914278	0.00565185627887388	-2.7012618332632e-17	EpiScore_MMP.1
cg02583484	-0.0263428338189348	-4.26749905254756e-16	EpiScore_MMP.1
cg02853948	-0.00823781163318847	2.55459963698674e-16	EpiScore_MMP.1
cg03615605	0.0152243918298207	-3.54466704004836e-16	EpiScore_MMP.1
cg03723307	-0.0148593339588995	5.9314526256896e-16	EpiScore_MMP.1
cg05211192	-0.00768087534454921	-7.41281230347081e-16	EpiScore_MMP.1
cg09731958	-0.00372311242191348	-4.68583505330855e-17	EpiScore_MMP.1
cg10098888	-0.000568947503539137	8.16114444129482e-17	EpiScore_MMP.1
cg12608169	0.00566920631698942	-1.20273926606875e-15	EpiScore_MMP.1
cg13308279	-0.0121312565848936	-1.79136157792335e-16	EpiScore_MMP.1
cg15414698	-0.00775216666330409	4.7808458580878e-16	EpiScore_MMP.1
cg15908791	0.002015330876646	-1.31935942825662e-16	EpiScore_MMP.1
cg16300021	0.00469491467129856	-1.59050624853092e-15	EpiScore_MMP.1
cg16489826	0.00933164768531151	6.19788082773461e-17	EpiScore_MMP.1
cg17063929	0.0057800473867986	1.79443575574042e-16	EpiScore_MMP.1
cg17571335	-0.0440059835413204	-4.01290607886042e-16	EpiScore_MMP.1
cg19570558	-0.00196621179819334	-5.71400999432869e-16	EpiScore_MMP.1
cg19914732	-0.010818781731342	-2.92870452591901e-16	EpiScore_MMP.1
cg20536364	-0.0149489813674543	3.29753585548431e-17	EpiScore_MMP.1
cg20948778	0.0161787966563459	-7.01333150780549e-16	EpiScore_MMP.1
cg21037180	-0.0413507843127057	-2.30777078994279e-17	EpiScore_MMP.1
cg21341592	-9.48169053383043e-05	-8.10768150285341e-16	EpiScore_MMP.1
cg22719334	-0.00843144562028595	1.42329352668748e-16	EpiScore_MMP.1
cg22877129	-0.037414837233358	2.66109059391236e-17	EpiScore_MMP.1
cg23363971	0.00659712389371037	1.09106672109758e-17	EpiScore_MMP.1
cg23736989	0.000559769293944936	4.22359567954698e-16	EpiScore_MMP.1
cg24028809	-0.00706739344453442	-1.72240693929737e-16	EpiScore_MMP.1
cg25312763	0.0166336894289724	1.8325021714594e-16	EpiScore_MMP.1
cg25623774	-0.00680285982405069	9.83446428211893e-16	EpiScore_MMP.1
cg26248581	0.00312375896485725	5.14702368027896e-16	EpiScore_MMP.1
cg26910511	-0.0166867822384983	2.51993614467213e-16	EpiScore_MMP.1
cg00129811	0.00998766604368195	-4.72920972286402e-16	EpiScore_OSM
cg00324161	0.00288559165188169	2.04637274387703e-17	EpiScore_OSM
cg00645731	-0.00890786304045658	2.79414636269618e-16	EpiScore_OSM
cg00908271	-0.0115220854462933	8.06429080259439e-16	EpiScore_OSM
cg01163842	0.00210653418681643	2.43941152000549e-17	EpiScore_OSM
cg01434559	0.000270075130765083	-6.09314000544441e-16	EpiScore_OSM
cg01556246	0.00026751961646839	-4.88331845199015e-16	EpiScore_OSM
cg02475834	-0.0054825480577585	-4.92870253538629e-17	EpiScore_OSM
cg02816363	0.00279087858401212	1.17512398621424e-16	EpiScore_OSM
cg02878901	0.00426112289821418	9.93201521770229e-17	EpiScore_OSM
cg02892925	0.0135768187787478	-4.69642492058529e-16	EpiScore_OSM
cg03411579	0.0350713057362911	-2.22956573838116e-16	EpiScore_OSM
cg03507593	0.00260275281168932	2.46811964467266e-16	EpiScore_OSM
cg04366687	0.00592631523798063	2.00836371343018e-17	EpiScore_OSM
cg04468741	0.0296227592394397	8.54980149178619e-16	EpiScore_OSM
cg04518985	-0.00537167629520711	-5.25963852084683e-16	EpiScore_OSM
cg04657768	-0.01042734070512	1.2219991883468e-15	EpiScore_OSM
cg04945388	0.00524921390753948	-3.52884264468286e-17	EpiScore_OSM
cg04996523	-0.0016464829507603	-1.27215016794611e-17	EpiScore_OSM
cg05242065	0.00395204645322277	3.95054679693569e-16	EpiScore_OSM
cg05358715	0.030785371157106	1.943330169404e-17	EpiScore_OSM
cg05501357	-0.00402890113965312	-4.82515813019343e-17	EpiScore_OSM
cg05575921	-0.0625759778164595	3.96369778207288e-16	EpiScore_OSM
cg05709879	-0.000622341984949593	6.28754643836049e-16	EpiScore_OSM
cg06028804	-0.0125535602369354	1.93348198934486e-15	EpiScore_OSM
cg06133392	0.0122731455443611	-2.72134125749763e-16	EpiScore_OSM
cg06405206	0.0189713174726552	-6.22497217463356e-16	EpiScore_OSM
cg06528340	-0.00428432484243649	1.70119260320599e-15	EpiScore_OSM
cg06572849	0.0115128469475439	4.02364153900032e-17	EpiScore_OSM
cg06760077	0.0203659061680271	2.96053484307089e-16	EpiScore_OSM
cg06837426	0.0018857951051768	2.00286959636412e-16	EpiScore_OSM
cg07031070	0.0190560611690158	-6.37294784312048e-16	EpiScore_OSM
cg07091392	0.0143332407395562	-2.25310469686197e-16	EpiScore_OSM
cg07213264	-0.00325028020498539	-6.80433016478751e-16	EpiScore_OSM
cg07794010	0.0245880753411939	-7.400355130281e-16	EpiScore_OSM
cg07915730	-0.00938406231531346	1.05805741152614e-17	EpiScore_OSM
cg07924892	-0.000321685317241928	1.17494834546229e-16	EpiScore_OSM
cg08240881	-0.00876416678582062	1.55992573768907e-15	EpiScore_OSM
cg08287220	-0.0144062028669621	-1.01953945657953e-15	EpiScore_OSM
cg08376310	0.0378590595782169	1.24382101840403e-15	EpiScore_OSM
cg08935410	-0.00835784211439788	-4.24733722894802e-16	EpiScore_OSM
cg09030852	3.38861025565172e-05	9.06728301847572e-16	EpiScore_OSM
cg09123368	0.0128882830865395	5.58212330525887e-18	EpiScore_OSM
cg09163035	-0.00582449568089591	1.91339379856143e-16	EpiScore_OSM
cg09248345	0.00290145090762864	9.40837809445697e-17	EpiScore_OSM
cg09518270	0.00892617573124339	-9.90934764799611e-17	EpiScore_OSM
cg09548084	0.0128170039872229	-5.66660805580353e-16	EpiScore_OSM
cg09590193	0.00230012589904198	5.3063704224294e-17	EpiScore_OSM
cg09809720	0.00982915587794071	2.52567064484843e-17	EpiScore_OSM
cg09882128	0.0013500756122981	4.07753722899457e-17	EpiScore_OSM
cg10045909	-0.0134519866291893	-1.2264941046907e-16	EpiScore_OSM
cg10195814	0.0209908528846542	-4.66602691194628e-16	EpiScore_OSM
cg10311104	0.00900379006480809	-2.15742602354447e-17	EpiScore_OSM
cg10471929	-0.00565314446979946	-1.39682908097326e-15	EpiScore_OSM
cg10518543	-0.00458674441191814	-6.37936813989239e-18	EpiScore_OSM
cg10624395	0.0258292089200085	9.80372033554389e-16	EpiScore_OSM
cg10649130	0.00817904569882958	2.87328568675844e-16	EpiScore_OSM
cg10770662	-0.00112695198881474	-1.5562173325783e-15	EpiScore_OSM
cg11231069	0.00957070623037376	4.72877720364021e-16	EpiScore_OSM
cg11555645	-3.19658578802337e-05	2.43470979984149e-16	EpiScore_OSM
cg12242338	-0.00498867744832914	5.81330308791721e-16	EpiScore_OSM
cg12550597	-0.00317183922115822	-5.42769822142741e-16	EpiScore_OSM
cg12802093	-0.0624656607342999	5.50502475945728e-16	EpiScore_OSM
cg12929678	0.00284518677793519	4.80318661828199e-16	EpiScore_OSM
cg13009662	0.000302481214998023	-4.04680009740461e-18	EpiScore_OSM
cg13066481	-0.00819825306279469	2.86064326988316e-16	EpiScore_OSM
cg13677111	0.00862963500010161	7.45568661372368e-18	EpiScore_OSM
cg13752933	-0.00449666273163325	-1.1951451733034e-16	EpiScore_OSM
cg14109551	0.0330299356176004	7.37601200356026e-16	EpiScore_OSM
cg14225168	-0.015580919619087	-1.59812391494921e-16	EpiScore_OSM
cg14457610	-0.00561854733265871	-1.26806192034851e-15	EpiScore_OSM
cg14522441	0.0128138414423217	-2.11505602218783e-16	EpiScore_OSM
cg14838086	0.00251972397761835	-7.682346822183e-19	EpiScore_OSM
cg15164708	0.00190762798759303	-5.84433295409375e-17	EpiScore_OSM
cg15563184	-0.0121180923775336	-9.1225762063488e-16	EpiScore_OSM
cg15708127	0.0210171400197231	-1.44932976675368e-15	EpiScore_OSM
cg15899913	-0.00387310530185723	8.45659108215737e-16	EpiScore_OSM
cg16030510	-0.00168865500385613	-9.26484955223104e-16	EpiScore_OSM
cg16155175	0.00040826289426164	5.3542295844993e-16	EpiScore_OSM
cg16254746	0.00156078937245383	-1.37827849796655e-16	EpiScore_OSM
cg16330247	0.00324111110112191	3.01155398981552e-16	EpiScore_OSM
cg16434190	-0.0166767927674624	1.8115642914334e-16	EpiScore_OSM
cg16822174	-0.00235624798287679	-8.06840333632066e-17	EpiScore_OSM
cg16994330	-0.00139503010206545	2.69688165648636e-17	EpiScore_OSM
cg17735983	0.0223792026022067	3.2228188371976e-17	EpiScore_OSM
cg17827328	0.0374676450890405	-1.92930678873303e-15	EpiScore_OSM
cg17913259	0.000561709843617939	5.61381298590037e-17	EpiScore_OSM
cg18315708	0.00244449611858509	5.96048632078056e-16	EpiScore_OSM
cg18384460	-0.00276677575628249	-1.50925000423828e-16	EpiScore_OSM
cg18748374	0.0123443189295346	-7.31492619453013e-17	EpiScore_OSM
cg18878992	0.00216725843606804	-3.20430840839278e-17	EpiScore_OSM
cg19105674	-0.00444388999905151	3.00814432886907e-16	EpiScore_OSM
cg20415170	0.00683570382982827	-4.63257904259606e-18	EpiScore_OSM
cg20419542	0.0106712901132011	6.71760824050294e-17	EpiScore_OSM
cg20977312	-0.03176373564153	-1.84706788554566e-16	EpiScore_OSM
cg21615127	0.00620025019264727	8.95572678516476e-17	EpiScore_OSM
cg22055337	-0.000845005510891657	2.20871900878066e-16	EpiScore_OSM
cg22513955	-0.0125739528515234	-2.61137837544366e-17	EpiScore_OSM
cg22716262	0.000250251812817886	-7.80912521527415e-16	EpiScore_OSM
cg22909083	-0.0129825410101261	1.95623527297707e-16	EpiScore_OSM
cg23205183	-0.0197309689849239	-1.2998287961847e-15	EpiScore_OSM
cg23609571	0.00722435137166394	7.75500695406249e-17	EpiScore_OSM
cg23849965	0.000859188903413504	8.90938349261802e-16	EpiScore_OSM
cg23874611	-0.00969673717846096	8.19646743830235e-16	EpiScore_OSM
cg24254206	-0.00231288630945231	-2.83724556745682e-16	EpiScore_OSM
cg24455236	0.0156483442934222	-2.3363949663846e-16	EpiScore_OSM
cg24822825	-0.00373677906413244	-1.39772184401929e-16	EpiScore_OSM
cg24880387	0.00069249801845073	1.11857447907379e-17	EpiScore_OSM
cg24921943	-0.0101196015256414	1.8841327307863e-16	EpiScore_OSM
cg25174111	0.00434935979950341	-1.16783071308595e-16	EpiScore_OSM
cg25323809	0.000700304964576452	-5.48194921996219e-17	EpiScore_OSM
cg25359292	0.00194718043004191	1.54181974727179e-16	EpiScore_OSM
cg25809434	-0.00913077569794479	-5.03335318303294e-15	EpiScore_OSM
cg26102082	0.0424225004075192	1.1459050474378e-15	EpiScore_OSM
cg26230601	-0.00291909904069971	1.15682488390144e-15	EpiScore_OSM
cg26326621	0.0189140913923584	6.31374045307569e-16	EpiScore_OSM
cg26490758	0.00086205612521761	5.09133286125912e-16	EpiScore_OSM
cg27078727	-0.00484215903678633	-7.7324951996971e-16	EpiScore_OSM
cg27120488	-0.00368201130272137	7.08620491774091e-16	EpiScore_OSM
cg27361847	-0.012475537636363	-5.68724383063847e-16	EpiScore_OSM
cg27405128	0.022099326161028	1.29479072552959e-15	EpiScore_OSM
cg27431247	0.00140275330827958	-9.67499773562843e-17	EpiScore_OSM
cg27601809	-0.0133920164315414	8.9501917781882e-16	EpiScore_OSM
ch.14.1488981R	-0.00421067848504766	-7.34298534675405e-17	EpiScore_OSM
ch.5.1906008F	0.00244799153982772	7.44176545782896e-17	EpiScore_OSM
cg00129811	0.000812583094559272	-4.72920972286402e-16	EpiScore_TGF.alpha
cg00908271	-0.00201515851229715	8.06429080259439e-16	EpiScore_TGF.alpha
cg01502116	0.000966866928641963	1.11472379566078e-15	EpiScore_TGF.alpha
cg02718966	0.00964393531713699	-2.22647297424114e-16	EpiScore_TGF.alpha
cg02816363	0.00231152649270889	1.17512398621424e-16	EpiScore_TGF.alpha
cg02892925	0.0059359184644503	-4.69642492058529e-16	EpiScore_TGF.alpha
cg02987199	-0.0148694098650904	-5.16520358230719e-16	EpiScore_TGF.alpha
cg02991571	0.00407551891899096	-9.21911356778691e-17	EpiScore_TGF.alpha
cg03411579	0.000921947204019134	-2.22956573838116e-16	EpiScore_TGF.alpha
cg03507593	0.00474389631566719	2.46811964467266e-16	EpiScore_TGF.alpha
cg03547181	0.0123286349629221	2.6672426668111e-16	EpiScore_TGF.alpha
cg03807873	-0.00600554331080391	1.15400224098838e-15	EpiScore_TGF.alpha
cg04781741	-0.000132165819362283	1.26519618814341e-15	EpiScore_TGF.alpha
cg04988978	-0.0155765874705928	-1.34939430661087e-16	EpiScore_TGF.alpha
cg05008854	-0.00790576953288221	2.24100809833753e-16	EpiScore_TGF.alpha
cg05358715	0.012290861521495	1.943330169404e-17	EpiScore_TGF.alpha
cg05501357	-0.0098884874166875	-4.82515813019343e-17	EpiScore_TGF.alpha
cg05540569	0.00414829012786332	4.24408833969516e-16	EpiScore_TGF.alpha
cg05575921	-0.0851604704044511	3.96369778207288e-16	EpiScore_TGF.alpha
cg05576795	-0.00168249313619782	-1.19088791407572e-15	EpiScore_TGF.alpha
cg06019726	-0.0016879242892412	8.40188286007785e-16	EpiScore_TGF.alpha
cg06028804	-0.00846493394232067	1.93348198934486e-15	EpiScore_TGF.alpha
cg06405206	0.0108263790273192	-6.22497217463356e-16	EpiScore_TGF.alpha
cg06521852	-0.0125153667997498	1.91145911722764e-16	EpiScore_TGF.alpha
cg06760077	0.0237091674350881	2.96053484307089e-16	EpiScore_TGF.alpha
cg06762176	0.0138638604602196	1.45945863901098e-16	EpiScore_TGF.alpha
