CpG_Site	Coefficient	Mean_Beta_Value
cg00415665	0.609854148108543	0.9051855555634132
cg08169949	0.677782847433396	0.1402744187016167
cg08399733	1.05261864081059	0.8959282755524945
cg21394171	0.191713356101529	0.6976908215671686
cg26845300	0.208995137271442	0.1376162336174768
cg23445461	2.71946803595539	0.0840646633662366
cg19401340	3.72595203769293	0.0648093955813544
cg24497732	2.0867596676069	0.3465764112316098
cg26734888	0.103758845820136	0.4515498301584156
cg04116545	-5.228424990503	0.0699741296983532
cg17810176	0.449486063124475	0.2180322677913411
cg00233028	0.146310438950948	0.3816854369018857
cg25050951	0.730018001070526	0.1426011844708672
cg04388919	0.0106609414097462	0.6004448831295316
cg27252164	1.06771979958573	0.1747239120770805
cg26648465	0.301780824660499	0.8583493649413424
cg12728588	0.678783033881057	0.7934187045791183
cg14615927	0.0526588107507978	0.6924020560437906
cg20697025	1.33056491881766	0.1685379338637121
cg05449217	0.343335887444555	0.3929436944169659
cg25241559	0.901685709258133	0.8841213160451946
cg20601192	2.74207951258658	0.8757506666344456
cg12873476	-0.620334323425907	0.6889608309050079
cg02067712	0.165903217108807	0.1908436743532066
cg12400336	2.2503129360992	0.07787762571507
cg06768361	0.565727760026684	0.8800490463164505
cg00176863	0.981216618737965	0.2615828205949159
cg03775416	0.0830151332406002	0.7748641705707915
cg12848065	0.268856543434901	0.2249229648171052
cg07060551	4.24618133814293	0.1506402951447362
cg15254559	0.0122462923366519	0.2258620043868051
cg03738025	1.20014455754931	0.2376705447586316
cg19473656	0.762460134807202	0.8273634796306034
cg10640944	0.963882819614703	0.1056170973459774
cg04961582	0.665966224161676	0.1904733051838208
cg07135614	0.0079699241802923	0.155074403076515
cg15746851	-1.06221057138715	0.6915154349133429
cg18476766	0.049491263723681	0.7416184514286147
cg10964367	1.25577930823263	0.0883705159890614
cg13846270	1.10803396832963	0.4740547740850603
cg05349062	0.834587208947481	0.1047467242806901
cg22728904	0.0242285972081746	0.334868451907666
cg15690475	1.36364352769146	0.9555834258424836
cg21566642	-0.73127073230333	0.554039946430089
cg20660269	-1.64820700332797	0.0623660289851104
cg15043384	0.540465420502583	0.7138559177279903
cg06192381	-3.15719179869466	0.091801641797144
cg03342928	0.613350114991344	0.9178736864769572
cg01966117	-1.05725784178107	0.7369385107655904
cg24830898	0.0790386767667152	0.4857186259797469
cg19075225	1.20811947827866	0.9091041954783318
cg02213678	0.343082045457214	0.9036096190513973
cg14557185	0.802844985599788	0.7548970731610446
cg15205547	0.683726205847117	0.1033274374533266
cg04547675	0.0998506690961587	0.1736087309180046
cg08527324	-0.126897053344586	0.3949402857862467
cg11310693	-0.0332295003934243	0.8069980869137965
cg05184016	0.259459508811286	0.9149639355492674
cg12597389	2.87660952313082	0.1699545454520403
cg16644497	1.97946864644655	0.0543546588720928
cg08046044	0.757931369635501	0.3711740982410882
cg03987199	0.13685028870157	0.8454896901716902
cg05928290	0.605183368780017	0.948370634384316
cg11747349	0.258371534241771	0.139360805791888
cg21063716	0.0362027142971044	0.276858519343786
cg18136895	0.109559642517261	0.6899338217457827
cg00384539	0.588423136899989	0.1129365279142573
cg05259891	0.959061443221154	0.8406224390547717
cg06145800	0.681594988577587	0.7595005879683218
cg07955995	6.79004914453417	0.0752769715422873
cg21887193	0.847263283893915	0.3344192039712454
cg09944697	0.627667793424431	0.923691217335624
cg07996594	2.67462728068873	0.8761682795769616
cg22078805	0.0802724613746335	0.3220850822253288
cg14343513	0.224285301150713	0.580911622949362
cg13917614	-0.222124425873719	0.7996382860452602
cg25129541	-0.750039193639142	0.4199971187853498
cg06679494	-1.49986193054035	0.1323684788627837
cg17916490	1.51260177085978	0.0958502840383497
cg08438435	1.1256072595689	0.2138898612420014
cg04894619	1.84678199283026	0.0556718999195983
cg00565688	0.9394130433386	0.1676001376263863
cg17890940	0.146189340501727	0.7826231005483109
cg18031326	0.0167496309901755	0.5738027761208658
cg04440361	0.0874399785227754	0.6325589623122713
cg07005055	0.660501676878481	0.091738370422267
cg17804348	0.748769279789363	0.4966671263999029
cg06937409	0.74811957539809	0.5372489142690788
cg17510385	2.32063678325701	0.9000042301859162
cg10338787	-0.257574859926875	0.323539136119284
cg07923390	1.34977577717619	0.8078208511829454
cg00711496	1.20665069467388	0.8435728827072585
cg26305504	0.436153012976302	0.5836113515205891
cg14556683	1.35482889126339	0.2883065815184775
cg10804656	2.49239353244244	0.3639662762206581
cg25235958	0.312335608212701	0.7742669456339925
cg04908625	0.616415966937756	0.3140250699724366
cg02552255	-0.17180815548143	0.5657678067338852
cg06230805	0.0561519379795703	0.5470844514006956
cg19324997	3.02681278208824	0.9201736359186454
cg06279276	0.529054062159174	0.2550663533939751
cg12737938	0.217116695592396	0.8427301638452798
cg27432653	0.835710475063502	0.0816488832143619
cg18315935	0.232055484210899	0.8370952601368299
cg04940570	3.70904631934943	0.1369143027282154
cg23479742	-0.814205295825589	0.1978951416020816
cg25527618	0.842955355401009	0.0531253860131502
cg23051272	0.419112071464207	0.5186012893714378
cg09864227	-0.525584279531423	0.8013222413007607
cg24932788	-1.64427628542357	0.0856907265633062
cg17216759	0.947558255935943	0.1036883081192558
cg10843343	-0.600215555018443	0.6184039985953796
cg25806701	-0.412267213470351	0.1326375961923445
cg20251225	-0.346415061559577	0.2453048675658084
cg15609237	1.85033584592005	0.518119112236964
cg16867657	12.5935601041617	0.6185678463455154
cg12811871	-1.07942013849802	0.8199672868428914
cg20879085	2.47064282449137	0.0495869078806936
cg18482303	0.165736388754719	0.6089424703456002
cg19046826	-0.440438330052914	0.1431041284907541
cg21375204	-0.431850778836652	0.5827159349272898
cg17326555	0.511961271623146	0.2277140893017832
cg23016129	0.154202755895492	0.1477631573585292
cg18445088	1.377566760189	0.2356872487185803
cg01354961	0.187885168797289	0.091596360402188
cg05949667	-0.165511030602145	0.553473494490796
cg23740758	0.539291151374415	0.6082401271623544
cg13647155	-0.176082320365485	0.1276283424329574
cg07642566	1.36904222208968	0.1335147007161641
cg05301188	-0.0442115286503985	0.1670572156672265
cg21159778	1.61042757637014	0.114056553746764
cg07769588	-0.155798517980344	0.5231658904503184
cg14621254	0.357000442951993	0.6578883092467139
cg22282410	1.43512653310129	0.1501310107050955
cg03078400	-1.26941674457517	0.1102734831516353
cg25921813	1.00200617242511	0.8771508169380753
cg04187185	-1.48070424078869	0.0749136094673819
cg14614094	2.71757223965212	0.7359776823973881
cg14757228	0.0761087886355231	0.1075136156350751
cg11429111	0.611486962937061	0.7147975900301443
cg00034101	0.265417777717808	0.8061098749950835
cg21483700	-1.20989015984259	0.0749793608806645
cg14746276	-2.82865377190779	0.1711174714812534
cg10580293	-0.848127791317478	0.1276333036857028
cg09614389	0.812239777692606	0.2947202460583039
cg16279084	0.010147367753404	0.3789339382087804
cg19070894	-0.762116019143914	0.2421384189592782
cg03760191	2.108424697342	0.8802524178943303
cg15404665	0.173257060914853	0.3844658044536256
cg04605980	0.403868774241964	0.8047682709906128
cg15133018	0.158469230442394	0.0911857935039362
cg01873886	2.02421187866974	0.2208056685668572
cg02479575	1.47147524896698	0.0388770735441933
cg08157575	-0.26186416642506	0.7133430748850488
cg24222580	1.38987378658891	0.5631999885293119
cg15154047	0.445860094917595	0.4903913774143985
cg10591771	0.0157062424333023	0.1402500072430037
cg00094518	1.24254626967186	0.1899699878222995
cg10281977	0.0385696254357043	0.1644294867300143
cg11538641	0.676535166634402	0.1197648509939853
cg24125828	0.959085211062405	0.5737426523970568
cg22138735	-0.465952025338334	0.4395842378935019
cg09935271	-0.644527905645077	0.3870441022830601
cg08715791	-0.461330323439546	0.0850882016141321
cg11006267	1.19477058484741	0.2115385212202756
cg14567917	0.221797322082337	0.51872398635769
cg15219145	0.609562366308691	0.0895816970545568
cg11468085	-0.620276342901861	0.4478827298914847
cg22454769	2.83015050026036	0.5208156052069566
cg02755525	0.308307634726934	0.0481951715059156
cg26027669	0.475377350825996	0.146655470992243
cg21084284	0.914317931131463	0.0520470199233303
cg27649348	-1.70428454686125	0.4012334859150453
cg08151705	0.239155372716352	0.2335451281816123
cg15504461	0.678573944908634	0.2112105343018375
cg23689227	0.793961794489633	0.4500789267498731
cg27455578	-1.38777278340849	0.2561168121204635
cg06062378	0.471130727529545	0.3275161111159533
cg04955914	-1.66578829277283	0.4748836690051744
cg01083131	-0.0871640520500718	0.2965020713271131
cg16115072	0.2835030363161	0.7399979973702324
cg05988548	-0.786852148807631	0.3040924402070584
cg27499860	0.509229595349847	0.1478851732124384
cg20797216	-0.100547591034853	0.5248664180019509
cg13849525	-0.0137463745347462	0.1729608571627332
cg17837191	1.10337761375789	0.3264141508514349
cg10240148	-0.0203482257279311	0.1343336268435249
cg05926722	0.68055471609811	0.2893370193135571
cg17782713	-2.65679965716778	0.7893037044930311
cg24853724	1.44479615381237	0.153098583432843
cg01498832	0.893912018093456	0.3668649794585933
cg12592359	2.14556378294457	0.3987944755003334
cg02978139	1.41926502922088	0.6053536967952539
cg04546097	1.35794972271791	0.6479598037643817
cg18123677	0.456732037259566	0.4719083342485197
cg22700848	2.35635180692516	0.2877498616759465
cg20674658	1.16595577497628	0.3152927629248048
cg11885433	0.797934221250711	0.4539816437757893
cg11529128	1.36230866675095	0.0843022887622384
cg27209578	2.11219605219776	0.1432818733154077
cg13435326	0.80942945319817	0.6327024961392996
cg10538146	0.95232264101868	0.3613727384119461
cg05296818	1.78912287110531	0.2013728768566045
cg17156534	0.538342591872093	0.3602394355886961
cg19533955	1.06156563918708	0.4419317689223062
cg08022543	1.47523944400918	0.3177056556309859
cg04646282	4.90893771404688	0.1917768655324299
cg16764274	3.52238074736384	0.1485042552448583
cg25462189	1.0364162606568	0.6421708077640719
cg05661982	0.293968684436153	0.7372239371168534
cg08615650	2.45417547704417	0.4886630776100084
cg06092729	-3.14042558805607	0.1197718929064467
cg08593157	0.292586982442141	0.5806906064543114
cg21702188	2.66297630961186	0.244434000394264
cg14392653	0.136134574974414	0.7415921931857017
cg10691109	0.180455442786896	0.5941275056483573
cg07536102	1.9828491423807	0.2984698491671317
cg09100343	0.135584125899377	0.456619634060784
cg11661281	0.215796789407856	0.458696033088184
cg17496921	0.197150304267218	0.2754947277140351
cg04408858	0.429371489499034	0.609454474074528
cg01067137	0.373332004756891	0.5647544730149924
cg27412975	0.563104398510387	0.6327801327324347
cg16649560	1.040128259933	0.1742660753445752
cg26196496	1.12574950646556	0.6859295135544308
cg25709146	1.61744733264937	0.6944015299935454
cg20010135	-0.0779655990866299	0.5534532621969815
cg10681065	0.936368309656808	0.3186107641240325
cg25427880	1.95408043737514	0.1946714136436363
cg27422507	0.165760066705446	0.31730278866402
cg20733077	0.256907601649288	0.6306455915859612
cg24427724	0.887150612554476	0.4214823688955367
cg20344388	1.19038642671	0.7885197870744061
cg06329491	0.624600858334481	0.2077353254317922
cg08382072	0.644471700818993	0.7617824409149477
cg17069533	0.835170350647878	0.7218717644958792
cg20761853	0.673983457550772	0.6052672270114489
cg18811819	1.98410100713794	0.6643166171221766
cg18369325	2.75616338517758	0.676549664850616
cg08985885	2.35696484409179	0.1650834565337247
cg27246571	0.346908073574981	0.6413970966437379
cg26325867	-0.0465437986032378	0.4137522727064073
cg14523574	0.0600643244259793	0.245402089013204
cg14999189	2.50722560634	0.4247374482397866
cg20923885	1.02105980868589	0.4958912625529681
cg01695994	1.52574308678964	0.5763435098884969
cg07298547	0.0624980445885049	0.5662654604172267
cg20948740	1.57119208538851	0.3255160546518735
cg23482898	0.0110546703325978	0.5417514656442897
cg03032497	2.17853795529734	0.1837149887909072
cg03523785	2.37270118604324	0.1404396209566523
cg00575672	1.11940026201199	0.7041267942758342
cg03266686	3.72989259586251	0.2278320241965933
cg25361506	0.0578564843466546	0.5501787093843215
cg13645954	0.726924059277933	0.5237280876210723
cg10658666	3.35641688614312	0.157105869265169
cg05546763	2.22125983951619	0.6826991130070348
cg20898283	2.03018146447296	0.631088045963605
cg05578595	0.336274218003958	0.3908399968659931
cg15457899	0.0823549021375787	0.1405705826993308
cg14900031	0.89098388430327	0.5013007785041074
cg14102437	0.55546910915407	0.2664345727110548
cg20319926	0.847244599276299	0.237289879683373
cg25426867	0.114876248039676	0.6715058962138892
cg08280936	-0.0424931225134134	0.1244895152156049
cg23045972	0.345998341697858	0.5046160858326383
cg02451670	0.203623268226459	0.5802629710900647
cg13022222	0.246061106329344	0.6569929433497279
cg23594345	0.233431948386143	0.3788674873040999
cg13824500	0.30901832366681	0.5750462385020397
cg10317164	0.683244447600202	0.268584427105151
cg14373068	-0.529938532123063	0.4713638885187297
cg22358580	3.28789090316674	0.2244765533605412
cg08521967	0.833377748580542	0.4717922422930152
cg06574422	2.35298160881563	0.4766887294262895
cg20936529	0.0549245263894473	0.7109167617022137
cg09178261	1.15021311066725	0.2938242865283784
cg08688043	2.05106107323635	0.6580642826276774
cg05339037	2.98793144381496	0.3731836241639647
cg23004527	2.0199322861541	0.5122814611886507
cg15252509	0.180826066717898	0.56633937694292
cg15415507	2.35894749895888	0.0931956455885656
cg09763439	0.077595167679558	0.7788955354895194
cg01894064	0.270821337189003	0.1270852342111663
cg23303074	-0.605592218431226	0.1090315250764504
cg21780428	0.499396524967778	0.6950819010915227
cg11649376	-3.05405685747526	0.4561735416977202
cg05318503	0.0556612926627103	0.7365502264539071
cg23008153	-2.31024540227589	0.333478407854599
cg13289579	0.936845714066962	0.6839582885737705
cg24731111	-1.32119407639631	0.0662122310380048
cg24105685	0.821122586439348	0.7599646613751758
cg26468891	0.207125897218667	0.3331057608795504
cg08005460	0.003479425613809	0.4044800390045298
cg01276475	0.0608049328549084	0.1277459466322084
cg07452306	1.82789573979822	0.3109901795167399
cg07342322	0.955935828896247	0.2815487098089704
cg11271171	0.833933039276876	0.637862427181852
cg19756313	0.876646347168664	0.7565482427320211
cg01426818	0.958890213318999	0.2677532003742833
cg06846976	0.0515122579117868	0.6883542508720201
cg04658615	0.532080328699319	0.7434027809404362
cg09906752	-0.396781397421526	0.3271612350432384
cg24890964	4.01279565961222	0.3675467909120689
cg01894508	0.749237417473676	0.5011135752236566
cg04359840	0.0261883877408636	0.4520690917336702
cg01163369	0.372466946257232	0.6821929028951621
cg15900052	0.840889035317177	0.6490626639146745
cg12948621	0.309640762919881	0.1977990395153827
cg04987734	0.378495987912409	0.3209198591031291
cg09099868	0.389818256067287	0.320322718300273
cg26219540	0.324378018221897	0.2139993180966649
cg21577356	0.184647526943357	0.7322650802288205
cg04036920	1.31217362316796	0.4069424286397505
cg06474661	-0.500631143493016	0.6093289264345509
cg07875215	0.244069617124632	0.4752923619347599
cg05339633	0.62813918299848	0.4482461204406009
cg27660720	0.648564302823556	0.7123481723093753
cg00088797	1.26652403403399	0.5952577600124992
cg12307200	0.292331345473343	0.6649285912095891
cg21106695	0.0614671634736391	0.6370737693620311
cg13046853	0.695823469547048	0.3698518462574864
cg08220120	0.445583462702422	0.4403145804159143
cg23510764	-0.695180502122202	0.4747840196632977
cg00878605	0.226876792400353	0.0793677540451726
cg04980928	0.333387907686289	0.1716663815652635
cg00745389	0.0007550937990778	0.101568804770053
cg04084157	0.566761252777856	0.1258742610420856
cg02114954	-0.0902848858312813	0.4476232934646386
cg01511232	0.564175602428371	0.7136173144399182
cg15246619	0.89532689376735	0.3318043349902629
cg03286535	0.334814140409919	0.6320685051382383
cg10495047	0.0123865912130512	0.1239058733708144
cg02441474	0.145827404666552	0.4244615204159362
cg14099457	0.17893455066201	0.3900824361877077
cg21632975	0.444781133884439	0.2437548080132631
cg11124130	0.15350246402105	0.1872837734245407
cg09975367	0.045539153588443	0.6938587197188709
cg12453631	0.554341209396845	0.2193679466277343
cg04794690	0.427472209527956	0.1672372699138078
cg05425754	0.765174786796764	0.1037813619352213
cg12217291	0.328347265662725	0.469076271630586
cg06818777	-0.649090573733285	0.1110588968969592
cg21024112	0.956005738468261	0.5775124520131454
cg00866476	-1.62217473103273	0.2022767792546495
cg08904363	1.21695914348507	0.1019253858041619
cg24024660	0.880038362610808	0.5494188997092568
cg06868946	1.03880876644565	0.2991658257041302
cg22947000	0.828541266654931	0.3018862841042389
cg24169822	0.111593350639658	0.366874125666225
cg05600717	-0.269595276042842	0.1413991040705707
cg16184803	0.768101469209286	0.2112472652315374
cg13628022	-0.2963940049183	0.2122375276274421
cg05766064	0.173095967894564	0.1756146244111151
cg00168942	-0.858485225513097	0.5008803623498489
cg02031326	-0.244998385229514	0.6724071371655292
cg10037068	-0.0311522171337112	0.6094537106567636
cg03619256	0.859095522387783	0.5354496670627055
cg01405107	0.618328111531433	0.3502666319677044
cg03646329	1.0906633256728	0.6331254262332859
cg09580336	0.452927704748487	0.2814370584399966
cg17101703	-2.73575657410291	0.3701840149379511
cg13872898	0.0985879453376824	0.6288825636118682
cg16608498	0.968588567172274	0.3690636731925362
cg05377527	-0.609906091746064	0.2656869197655422
cg01797043	-0.055880081579684	0.3903466030608648
cg12757011	0.5798006819692	0.2387123373087405
cg09352789	-0.736807822066426	0.2436416583492929
cg13928411	0.0009716705162284	0.5241346011002573
cg17740822	0.0763383796128146	0.1714769948929184
cg12062133	0.222613447279086	0.6052409440198269
cg09446806	0.0039904911950673	0.5267616369893483
cg03566174	-0.515912008956672	0.2625714140453317
cg25453381	0.232357766953523	0.1740553621442
cg22178392	3.23519727718793	0.1790916618909463
cg09636661	-1.03373563402433	0.4358303752569283
cg08511485	-0.478145331166864	0.1051392390916699
cg25374813	0.615255978995627	0.3406973832642767
cg16509239	-1.49987050268727	0.3490369136427327
cg06493829	-2.8915042841821	0.0729181668441115
cg05175318	0.391806529704721	0.2650587974895486
cg04519775	-0.798610052579628	0.5710845177435486
cg01196788	0.95995029362054	0.1879927788515871
cg12068366	0.0256639826820414	0.3833835501004347
cg24151087	1.20283065262994	0.1056367688066999
cg17243289	3.64444656485061	0.1423830865315916
cg02751731	0.0986945864352022	0.5597329092454185
cg23100720	-0.151724646181323	0.3984919105130834
cg08767044	-1.06238987694574	0.0576458631848682
cg16691593	-0.667812807129459	0.1342292599421969
cg25818109	-0.474091367736393	0.4502140753531458
cg10383568	-1.05752026359028	0.576715348378935
cg25404758	-0.359668227045547	0.6906670843828415
cg18343474	0.162492480497478	0.118869083690208
cg23458168	0.890955748786863	0.4040602709027162
cg06964816	-1.196370649081	0.1985938670917768
cg20663219	-1.28888522579969	0.3897583473397319
cg18513344	-1.04775723613452	0.2105146902999607
cg26543112	-0.456006516843469	0.1848981389168082
cg23448505	0.470973765158808	0.3964688562133613
cg00827893	0.126778900049479	0.6929196603042587
cg18310639	-2.68327133616963	0.3865727503084298
cg15804973	-0.19070400287641	0.2868087850822222
cg24162270	0.0851593943651985	0.4014739922082976
cg02383785	2.33352133676625	0.1208003537618926
cg01321174	-0.200148349426628	0.6171959406827381
cg17571266	-0.358584438076324	0.4896479687265099
cg17497271	0.540244234327867	0.1177707988877773
cg23761815	-1.01783711103718	0.6473542285850727
cg02544002	-0.777942984368983	0.7157176449123029
cg13810673	-0.0358823627577633	0.0975229020362104
cg05236677	1.2637281422227	0.0962622149433035
cg09069499	0.0018911368932306	0.4563984842358943
cg16449012	0.370973020541198	0.5885171693876883
cg10874644	-1.30877369234339	0.5767509125644671
cg13756273	-0.996410473856755	0.7202227630778671
cg23247968	-1.87173706939461	0.2174727995285039
cg21350115	0.216315709930987	0.1227443539210487
cg26421997	-0.143088655304196	0.5218866670830696
cg23384708	-1.48066446965473	0.5364809994828635
cg15829826	-1.31806305202327	0.0639006639299232
cg03916421	0.0906929411303019	0.520037589607891
cg05972185	-0.463161637550095	0.6359897445218442
cg24883498	-0.658624848551258	0.1981176526035385
cg12077754	-0.497066203819814	0.7444732485175439
cg25325512	-0.228289815708062	0.3449986327460157
cg14271729	-0.0091322396524456	0.2819155489703198
cg14546394	-2.36032335965129	0.0634917114470767
cg18633600	2.80715324191119	0.1873566326293617
cg04836038	1.21292367142996	0.0990450637225681
cg20761322	0.0026645130909244	0.1205482280032607
cg19596273	0.205624532010893	0.0988155262060427
cg19769080	0.273899986357111	0.3422154634075051
cg14632729	-1.20683745121958	0.1560119493125347
cg00251125	-0.0905571701551118	0.3763800894914107
cg23166988	-0.29913698675478	0.3030696432625427
cg13216022	-0.743598227852801	0.2313919630440935
cg08257293	-0.0777504177321725	0.4519864357651982
cg10950593	-0.415647471066662	0.5089343024799324
cg02415029	-0.594942967218317	0.1489836744411535
cg14670435	0.572657345847231	0.076765185929256
cg27034466	-1.02473542025026	0.504166040945326
cg20267775	0.0269771747345837	0.7488193147166006
cg26005082	1.83738978271542	0.0643707092735631
cg04700930	0.117675628051171	0.5889552345448644
cg02868468	-0.0502205411221003	0.6509216905384406
cg04212239	-0.221216525926638	0.137427574713566
cg12371924	0.005787549802729	0.5692941246969738
cg26468696	0.0930794843719413	0.460064815047958
cg00851028	1.95263354399573	0.5472905103619992
cg18031270	-2.24223643091822	0.0967313865564823
cg14472551	0.0350381446132796	0.2817864971879685
cg15975427	0.332935442125428	0.5437065126388764
cg06805925	1.15933064167229	0.5448692426232724
cg05324516	-0.989429672866749	0.6359481825439401
cg16824319	1.63518483654431	0.5834199606107103
cg06458707	-0.977952217334399	0.6737726981613205
cg07344315	0.26236592286388	0.6183876573477278
cg01364769	-1.76146076293129	0.7349390675822086
cg21711214	-0.206554393908336	0.4573558838506673
cg04284535	-0.303520587697796	0.143713271579462
cg20052760	-1.04005050752137	0.2108838473101952
cg25491122	-0.109002837240688	0.705367015803204
cg09305680	-0.121636566577536	0.3310663001892254
cg08761208	-1.40733621620373	0.1698107340986067
cg19150852	2.78564074009048	0.0667246931493902
cg08573679	-0.242993026160408	0.1271383542588563
cg08321366	0.0091338826463001	0.2276653847005681
cg08684991	0.0267892185180997	0.5394428225612321
cg00174992	-0.199460697918758	0.5726146199825253
cg04517079	-0.23321884994231	0.5425831738844212
cg16987606	-1.30553025866858	0.2218789309539913
cg26562772	-0.407309143233417	0.3782929802518734
cg10424974	-1.03311337586272	0.4736295320430471
cg21175642	-0.0289545285831614	0.140029212681555
cg15480367	1.11791912354447	0.2258028257416154
cg09154591	-0.549996441328865	0.424152525924984
cg04975617	-0.176349733852089	0.189750951533236
cg20591472	0.178163080363241	0.1798702251816787
cg25240254	-0.0227671261932604	0.5903590716928996
cg00569896	-0.564614995436323	0.5127869710068494
cg06413398	0.63831693109813	0.2502039173191083
cg02639095	-2.89037456062664	0.1830066833507907
cg02666020	-0.962512034682826	0.2958692280002499
cg01020263	1.62055544222297	0.1221170024614755
cg12155963	-0.93158196412843	0.0831594190656963
cg03906843	-0.555808049514128	0.2003302083320098
cg07514618	-0.470236737057679	0.7542237200345875
cg06043908	0.188503496584502	0.6927035956762178
cg09595185	-0.0883738414923882	0.2895119463548093
cg12424329	-1.14272705787964	0.1048215313320779
cg12103152	-0.0352164829615417	0.094350837630188
cg16755922	-0.194936348121392	0.5954809141359431
cg10592521	0.404746158398956	0.3353569569476707
cg07158339	-0.288000479654122	0.3251356934386928
cg08443038	-1.4687784214375	0.1100231132022866
cg07078958	-1.02746458020563	0.1625617546213459
cg20843052	-1.95107511416602	0.071849700951639
cg25392060	-0.131675135794399	0.3569053936965125
cg22809047	1.61510209260399	0.5516378483837302
cg13135455	-1.5214678881439	0.5613016058243924
cg19716643	-0.289214202147163	0.1424132200929707
cg19179801	-0.005891951866892	0.1140804045040474
cg20360704	0.414550199485468	0.1404006316869844
cg22166739	-0.834348447148403	0.1040833093683098
cg09564253	-1.04623395094797	0.2171707642347696
cg00158333	-0.465133309732017	0.0847825452569625
cg11748187	-0.240914209235945	0.4350445710907696
cg08200404	-1.68594016878413	0.3245945893807578
cg02915920	-0.350025106751107	0.4835682775439432
cg09563216	-0.73160399343678	0.4146930209245715
cg08125503	-1.27694691241962	0.267662277528907
cg16411256	-0.0168223169939575	0.1011518784422211
cg23965590	-0.902899883723005	0.3965517583545337
cg24513684	-0.135523832022088	0.2179071122958173
cg07584558	-0.78410771586966	0.0894212807131834
cg21296230	0.699680336164069	0.1601336461741608
cg27053337	-0.0366732412764378	0.4764842252648693
cg07495704	-1.08841610918179	0.3459379761337653
cg02354563	0.513339076607672	0.4631672222475859
cg00595243	0.051610664429114	0.1670264823509178
cg08548500	-0.159200068309444	0.6138393701740834
cg19518666	-1.58140745303537	0.4774679784993164
cg18906360	-0.0366052485251974	0.5414328870926137
cg18222865	-1.37411609915845	0.4900669031058496
cg13921352	-0.793076062680314	0.0729454547172747
cg14563637	0.197811852943927	0.67760506684787
cg16046561	-0.0064414194719942	0.0852121076531784
cg07502389	2.24601767058515	0.1389252743683125
cg10583997	-0.0056065984614494	0.2378980163566244
cg23049291	0.21746932494435	0.1838911248885125
cg20740903	-0.337179323261454	0.3773196360216436
cg15342087	-0.0795484593706175	0.7707511041589019
cg25450819	0.100853402779493	0.6686921082405396
cg14359680	-2.87727749227786	0.1952339892052421
cg05738924	-0.0320740317730612	0.576932901966163
cg15736743	0.0669327830692021	0.4240486129953111
cg00213052	-0.201612051447924	0.1490989707090973
cg13278496	0.413178284119953	0.1015775526949397
cg01087254	-0.0767866799557348	0.2672738086134952
cg04447128	-0.104313898299056	0.5405188878335881
cg11317199	-0.963089661091982	0.4404217264823676
cg15463966	-1.8889303644343	0.1375540186837257
cg02294302	-1.73568526908564	0.3026368076612047
cg24987259	-2.26713288814293	0.1831857204612591
cg17343451	0.176053176525967	0.5137699939641642
cg10139476	-0.321447968544207	0.7797422579959323
cg07289618	0.319438879154854	0.606623943148058
cg17172331	-0.0032374864595622	0.4043370185775436
cg27649073	-1.14790370851728	0.0800448929102993
cg01450566	-0.29144773223615	0.4485062013131367
cg15110296	-1.48970841460578	0.3390184101700722
cg18680834	0.716793234707176	0.6293058924485792
cg23361092	2.69090057380632	0.1245885562693982
cg26937148	0.131784479630212	0.1036127390213293
cg15410835	0.4029152575552	0.4323224251923902
cg27239754	-0.469060876125967	0.7186899378903464
cg24955845	0.134767348054851	0.1322927531722415
cg26589785	1.29015398761195	0.1692382718415617
cg13039251	-0.000908854055238	0.6004520810120478
cg25149218	2.36354670268896	0.5306863841552949
cg18149207	1.90237682402019	0.6055413806741439
cg14560699	0.461222439757037	0.5785508163572867
cg18450254	-1.4406625826783	0.2374804171001395
cg01620785	0.629796633880094	0.2322770517578714
cg04094193	0.711107263003581	0.6788263300259997
cg20004827	0.571675939952211	0.382776205641357
cg00971695	0.333300328619792	0.3142482217780625
cg23556574	-0.237494290707307	0.6845092517737629
cg24568150	0.376109562675702	0.2835519325818658
cg02685286	-0.0630185641690032	0.6943377551811165
cg04761746	0.391979549720453	0.4485345921419824
cg24476103	0.205959606205855	0.532146337913923
cg15936446	2.69803079757004	0.0779426509032133
cg12649038	0.0264933070553915	0.6348022077612159
cg00043800	0.0745197036765171	0.5007808611858594
cg07207669	0.412356983442229	0.505835514011899
cg25305703	0.439596332582138	0.5765604402271773
cg14567085	-0.088510520433826	0.1183587325673053
cg00263619	0.474725128569421	0.6725305679935908
cg14154859	0.277383310235049	0.298920275590369
cg10373147	0.113393104004704	0.6090397865936227
cg00986133	0.0557167025270086	0.489530848727228
cg21361322	0.571081327748553	0.7997968126370939
cg10619342	-0.113924198491736	0.4772343502898331
cg17651887	-0.376887411913777	0.6347698369302283
cg14909495	-0.227134653688972	0.1185398692870412
cg25618424	3.42753370129331	0.4803911198386083
cg24339470	-0.283258117914127	0.0897967915535839
cg22930808	0.20361483971848	0.5602704335358833
cg15896978	0.615668834590507	0.5843414173621603
cg19962990	0.654040181766136	0.1359965591750988
cg00169184	0.0021920515703642	0.703208257967229
cg13596085	1.93537454877392	0.7031947509571691
cg10379476	0.133670179189344	0.5842106827655356
cg19824710	-0.735722116605023	0.6010196625065307
cg03096732	-0.0035645877409661	0.1051422646458531
cg17457912	-0.673967804189016	0.3873598702285102
